,genres,id,vote_average,release_year,revenue_adj,original_title
2498,Drama,54982,6.1,1999,0.0,Introducing Dorothy Dandridge
2499,Comedy|Romance,10563,5.0,1999,0.0,Three to Tango
2500,Action|Crime|Mystery|Thriller,9455,6.1,1999,19840266.753552802,The Corruptor
2501,Drama|History|Romance,1439,6.3,1999,0.0,Anna and the King
2502,Drama|History|Thriller,12524,6.4,1999,0.0,Titus
2503,Comedy|Action|Crime|Adventure,41586,5.4,1999,0.0,K-911
2504,Action|Science Fiction,10366,4.5,1999,13964835.698813599,Universal Soldier: The Return
2505,Comedy|Crime|Romance,10154,5.0,1999,0.0,Mickey Blue Eyes
2506,Fantasy|Horror,12485,3.6,1999,0.0,Candyman: Day of the Dead
2507,Comedy|Romance|Science Fiction,17198,6.0,1999,0.0,The Mating Habits of the Earthbound Human
2508,Drama|History,11944,5.8,1999,0.0,Joan of Arc
2509,Comedy|Drama,12596,5.5,1999,0.0,Pushing Tin
2510,Western|Horror|Thriller,10213,4.4,1999,0.0,From Dusk Till Dawn 3: The Hangman's Daughter
2511,Action|Comedy|Thriller,2162,5.4,1999,14745126.7562416,Chill Factor
2512,Drama|History,17771,4.8,1999,0.0,Sunshine
2513,Comedy|Crime|Drama,6522,6.6,1999,96012518.9959931,Life
2514,Drama|Comedy|Romance,21349,5.9,1999,24418567.8150245,Anywhere But Here
2515,Drama|Science Fiction|Thriller,2900,5.4,1999,25655587.4106293,The Astronaut's Wife
2516,Comedy|Drama|Family|Science Fiction,9849,5.2,1999,48238729.6113382,My Favorite Martian
2517,Fantasy|Drama|Comedy|Romance,10210,5.6,1999,0.0,A Midsummer Night's Dream
2518,Drama|Action|Thriller|Crime|Mystery,10388,6.6,1999,4179939.26256602,The Limey
2519,Drama,10397,7.0,1999,17.0176870057261,Angela's Ashes
2520,Comedy|Drama|Romance,12220,5.9,1999,77103253.2450438,The Story of Us
2521,Drama|Comedy|Romance|Family,14429,5.9,1999,23357926.0728113,Drive Me Crazy
2522,Science Fiction|Action,11119,3.8,1999,0.0,Fortress 2
2523,Adventure|Fantasy|Animation|Science Fiction|Mystery,27653,6.1,1999,0.0,An American Tail 4: The Mystery of the Night Monster
2524,Fantasy|Comedy|Science Fiction|Family,10208,5.7,1999,21325748.5065997,Muppets from Space
2525,Drama,404,7.3,1999,0.0,The Straight Story
2526,Drama|Comedy|Romance,24137,6.4,1999,24263544.540719397,An Ideal Husband
2527,Action|Comedy|Thriller,13099,6.0,1999,0.0,Dak ging san yan lui
2528,Comedy|Drama|History,2290,6.1,1999,0.0,Jakob the Liar
2529,Comedy,10402,5.3,1999,85788866.0080996,Deuce Bigalow: Male Gigolo
2530,TV Movie|Action|Drama|Western,16331,6.0,1999,0.0,The Jack Bull
2531,Thriller|Comedy|Horror,6552,6.1,1999,5435488.50121434,Idle Hands
2532,Drama,9563,6.8,1999,131207455.946117,Any Given Sunday
2533,Drama|Mystery,30943,5.8,1999,36812006.0043636,The Deep End of the Ocean
2534,Action|Drama|Romance,10908,5.2,1999,0.0,Inferno
2535,Comedy|Drama,11129,6.8,1999,5236211.38637729,Human Traffic
2536,Drama|Action|Thriller|Crime,22314,6.5,1999,18341733.7436254,In Too Deep
2537,Comedy,11353,6.0,1999,0.0,Bowfinger
2538,Comedy|Thriller,10342,5.3,1999,11711097.0111574,Teaching Mrs. Tingle
2539,Drama|Comedy,13787,5.8,1999,0.0,Holy Smoke
2540,Thriller|Drama|Crime|Romance,10279,6.5,1999,0.0,Summer of Sam
2541,Comedy|Drama|Romance,14709,5.7,1999,0.0,Varsity Blues
2542,Drama|Foreign,21039,5.8,1999,0.0,Rogue Trader
2543,Action|Science Fiction,10350,4.1,1999,0.0,Wing Commander
2544,Drama,42739,7.4,1999,0.0,The War Zone
2545,Comedy,20770,6.4,1999,0.0,But I'm a Cheerleader
2546,Drama|Romance,15556,6.0,1999,0.0,At First Sight
2547,Comedy|Family,13824,4.8,1999,0.0,Superstar
2548,Crime|Drama,10354,6.1,1999,0.0,True Crime
2549,Drama|TV Movie,3293,6.6,1999,0.0,Pirates of Silicon Valley
2550,Comedy,10490,6.2,1999,13838531.7349099,Drop Dead Gorgeous
2551,Comedy|Drama,9684,6.5,1999,0.0,Sweet and Lowdown
2552,Drama|Romance,10219,6.5,1999,0.0,Snow Falling on Cedars
2553,Drama|Comedy,16162,7.8,1999,45258905.1265258,The Best Man
2554,Comedy,16172,6.2,1999,5758509.07258711,Simply Irresistible
2555,Drama,26149,6.7,1999,19451732.0143665,Music of the Heart
2556,Animation|Comedy|Family,19594,5.8,1999,0.0,Bartok the Magnificent
2557,Comedy|Crime|Thriller,13428,5.4,1999,0.0,Two Hands
2558,Documentary|Music,11779,7.1,1999,0.0,Buena Vista Social Club
2559,Drama|Romance,10390,6.3,1999,0.0,For Love of the Game
2560,Comedy|Drama,15198,5.8,1999,11635048.8950874,"Mystery, Alaska"
2561,Action|Mystery|Thriller,16379,4.5,1999,17358106.198482998,The Mod Squad
2562,Fantasy|Family,30923,6.3,1999,0.0,Alice in Wonderland
2563,Comedy|Drama|Romance,16158,7.6,1999,32804393.0766289,The Wood
2564,Drama|Romance,10399,6.5,1999,0.0,Mansfield Park
2565,Comedy|Drama|Romance,15256,6.5,1999,8970219.17864526,200 Cigarettes
2566,Horror|Thriller,10212,6.6,1999,0.0,Ravenous
2567,Comedy,8970,5.2,1999,37962532.551235296,The Out-of-Towners
2568,Comedy|Drama|Thriller,9465,6.2,1999,0.0,Cookie's Fortune
2569,Documentary,14242,7.5,1999,0.0,American Movie
2570,Drama|Mystery|Thriller,18681,5.3,1999,0.0,Eye of the Beholder
2571,Adventure|Drama|Action|History|War,10047,6.1,1999,87675538.4232537,Joan of Arc
2572,Comedy|Drama|Romance,18417,5.9,1999,0.0,The Other Sister
2573,Drama|Family,70772,5.9,1999,0.0,Don't Look Under the Bed
2574,Drama|Family|Science Fiction|Fantasy,35215,4.7,1999,0.0,Smart House
2575,Drama|Science Fiction|Thriller,22509,5.9,1999,0.0,The Devil's Arithmetic
2576,Action|Science Fiction|Thriller|Adventure|Horror,5470,4.5,1999,2004488.4804003998,Beowulf
2577,Comedy|Drama,20761,5.3,1999,11040742.829892099,Play It to the Bone
2578,Family|Drama|Comedy,815,5.6,1999,0.0,Animal Farm
2579,Fantasy,31183,6.4,1999,0.0,The Magical Legend of the Leprechauns
2580,Comedy|Crime,24066,5.3,1999,2544339.2562302,"Happy, Texas"
2581,Adventure|Fantasy|Action|Science Fiction|Family,53875,5.2,1999,0.0,Journey to the Center of the Earth
2582,Comedy|Foreign,13589,7.1,1999,0.0,Eddie Izzard: Dress to Kill
2583,Comedy|Drama|Romance,24071,5.6,1999,0.0,Mumford
2584,Drama|War|Romance|Western,22267,6.6,1999,831374.226660667,Ride with the Devil
2585,Drama|Romance,18212,5.8,1999,0.0,Better Than Chocolate
2586,Comedy,18892,5.6,1999,4027719.97945834,Jawbreaker
2587,Horror|Thriller,10496,4.2,1999,0.0,Bats
2588,Comedy|Drama|Music,46435,6.5,1999,0.0,Topsy-Turvy
2589,Comedy,16406,5.7,1999,35998953.281343795,Dick
2590,Comedy|Drama,31582,6.2,1999,5875721.66447116,Flawless
2591,Animation|Drama|Family,47288,4.7,1999,15708634.159131799,The King and I
2592,Action|Drama|Science Fiction|Adventure,10916,6.8,1999,0.0,Babylon 5: A Call to Arms
2593,Drama|Romance,28029,6.4,1999,0.0,A Walk on the Moon
2594,Crime|Drama|Horror,10359,6.1,1999,0.0,Resurrection
2595,Comedy|Horror,14005,6.3,1999,0.0,Terror Firmer
2596,Romance|Comedy|Drama,14578,5.6,1999,9545842.44161395,Outside Providence
2597,Comedy|Drama|Family,54004,6.1,1999,0.0,Passport to Paris
2598,Drama|Romance,5319,6.6,1999,0.0,Hum Dil De Chuke Sanam
2599,Horror|Mystery,25752,3.4,1999,0.0,Children of the Corn 666: Isaac's Return
2600,Comedy,12479,4.8,1999,0.0,Breakfast of Champions
2601,Drama|Thriller,28902,4.7,1999,0.0,In Dreams
2602,Drama|Romance,14484,4.6,1999,314033.92358089803,Body Shots
2603,Family|Drama,17078,6.8,1999,0.0,Rang-e khoda
2604,Comedy|History,194113,6.8,1999,0.0,Blackadder Back & Forth
2605,Fantasy|Horror|Science Fiction,12594,4.9,1999,0.0,Wishmaster 2: Evil Never Dies
2606,Comedy|Family|Romance,17709,3.5,1999,0.0,Dudley Do-Right
2607,Animation|Family|Comedy,16508,5.4,1999,0.0,Doug's 1st Movie
2608,Drama|Foreign,29698,7.2,1999,0.0,Ratcatcher
2609,Comedy,17870,7.4,1999,0.0,Chris Rock: Bigger & Blacker
2610,Comedy|Romance,1812,6.5,1999,2683028.16911549,Trick
2611,Comedy|Family|Science Fiction,22345,3.8,1999,47715939.7212581,Baby Geniuses
2612,Adventure|Horror|Thriller,25172,4.5,1999,0.0,Komodo
2613,Drama|Action|Comedy,10381,5.9,1999,0.0,Plunkett & MacLeane
2614,Drama,28918,7.3,1999,0.0,David Copperfield
2615,Animation|Action|Family,64202,6.4,1999,0.0,Batman Beyond: The Movie
2616,TV Movie|Adventure|Comedy|Family,83965,5.5,1999,0.0,The Thirteenth Year
2617,Comedy,10557,6.5,1999,36915290.27395979,East Is East
2618,Comedy|Romance,39964,4.8,1999,130.905284659432,Lost & Found
2619,Documentary|Animation,199620,7.4,1999,0.0,Walking with Dinosaurs
2620,TV Movie|Family|Drama,24020,4.9,1999,0.0,Johnny Tsunami
2621,Comedy|Family,36251,4.2,1999,0.0,Switching Goals
2622,Drama|Foreign,43423,5.5,1999,0.0,Bad ma ra khahad bord
2623,Comedy,10482,5.6,1999,0.0,Guest House Paradiso
2624,Comedy|Drama|War,10368,5.7,1999,27492155.82808,Tea with Mussolini
2625,Comedy|Fantasy,32874,4.7,1999,0.0,"Sabrina, Down Under"
2626,TV Movie|Comedy|Documentary,34513,6.9,1999,0.0,George Carlin: You Are All Diseased
2627,Comedy|Drama|Foreign,53915,5.2,1999,0.0,Come te nessuno mai
2628,Documentary,40863,6.9,1999,0.0,æˆé¾çš„ç‰¹æŠ€
2629,Animation|Comedy,17681,6.8,1999,0.0,Scooby-Doo! and the Witch's Ghost
2630,Thriller|Horror,310154,5.2,1999,0.0,Storm of the Century
2631,TV Movie|Drama|Mystery|Romance,185789,5.9,1999,0.0,Mulholland Dr.
2632,Foreign,31524,7.0,1999,0.0,Sarfarosh
2633,Adventure|Fantasy|Action,120,7.8,2001,1073079785.52895,The Lord of the Rings: The Fellowship of the Ring
2634,Adventure|Fantasy|Family,671,7.2,2001,1202518036.06708,Harry Potter and the Philosopher's Stone
2635,Thriller|Drama|Mystery,1018,7.4,2001,24774263.918001603,Mulholland Drive
2636,Fantasy|Drama|Mystery,141,7.5,2001,1564632.74499809,Donnie Darko
2637,Fantasy|Animation|Family|Comedy,585,7.3,2001,693101531.1461201,"Monsters, Inc."
2638,Drama|Science Fiction|Adventure,644,6.6,2001,290540745.200552,A.I. Artificial Intelligence
2639,Adventure|Animation|Comedy|Family|Fantasy,808,7.1,2001,596544195.5839571,Shrek
2640,Comedy|Romance|Drama,634,6.5,2001,347193192.284431,Bridget Jones's Diary
2641,Thriller|Crime,161,7.0,2001,555052814.215116,Ocean's Eleven
2642,History|Romance|War,676,6.6,2001,553210255.537478,Pearl Harbor
2643,Action|Adventure|Drama|Fantasy|Horror,1734,5.8,2001,533250701.30169505,The Mummy Returns
2644,Animation|Family|Adventure|Science Fiction,10865,6.5,2001,229122951.40412402,Atlantis: The Lost Empire
2645,Adventure|Fantasy|Action|Thriller,1995,5.6,2001,338293898.826108,Lara Croft: Tomb Raider
2646,Drama|Romance,453,7.5,2001,386123667.021868,A Beautiful Mind
2647,Comedy|Romance,2770,5.9,2001,354118835.15509397,American Pie 2
2648,Comedy|Family|Romance,9880,6.3,2001,203608276.191258,The Princess Diaries
2649,Romance|Drama|Music,824,7.2,2001,220699214.322896,Moulin Rouge!
2650,Thriller|Science Fiction|Action|Adventure,869,5.5,2001,446059453.53699994,Planet of the Apes
2651,Comedy|Drama,9428,7.3,2001,87979050.416754,The Royal Tenenbaums
2652,Crime|Drama,4133,7.3,2001,102561157.85497901,Blow
2653,War,853,7.1,2001,119425124.106293,Enemy at the Gates
2654,Action|History|War,855,7.1,2001,213034699.517515,Black Hawk Down
2655,Comedy,8835,6.1,2001,174593832.436584,Legally Blonde
2656,Adventure|Drama|Romance|Action,9476,6.5,2001,144684426.859888,A Knight's Tale
2657,Comedy,9398,6.1,2001,74851055.8224943,Zoolander
2658,Comedy,11397,5.3,2001,81854960.99446109,Not Another Teen Movie
2659,Comedy,4248,5.5,2001,173911586.788447,Scary Movie 2
2660,Action|Comedy|Crime|Thriller,5175,6.5,2001,427727597.784158,Rush Hour 2
2661,Action|Crime|Drama|Thriller,2034,7.2,2001,129153834.663114,Training Day
2662,Horror|Drama|Mystery|Thriller,1933,7.1,2001,258547281.20058197,The Others
2663,Adventure|Fantasy|Animation|Action|Comedy,12589,5.5,2001,99672007.917976,Jimmy Neutron: Boy Genius
2664,Comedy,2294,6.3,2001,41609718.7564383,Jay and Silent Bob Strike Back
2665,Comedy|Romance,9778,6.6,2001,95460407.2260274,Serendipity
2666,Comedy|Family,10992,5.0,2001,114990388.85099299,Cats & Dogs
2667,Drama|Mystery|Romance|Science Fiction|Thriller,1903,6.3,2001,250470325.015575,Vanilla Sky
2668,Animation|Family,13931,6.8,2001,0.0,Mike's New Car
2669,Action|Crime|Thriller,2140,6.3,2001,79354442.845836,Kiss of the Dragon
2670,Action|Crime|Thriller,1535,6.5,2001,176163833.238282,Spy Game
2671,Action|Crime|Thriller,9705,6.0,2001,181127780.807922,Swordfish
2672,Comedy|Romance,9889,5.5,2001,173725856.213664,Shallow Hal
2673,Animation|Family,15167,6.5,2001,0.0,Barbie in the Nutcracker
2674,Animation,18269,5.8,2001,0.0,Lady and the Tramp II: Scamp's Adventure
2675,Action|Crime|Drama,9989,5.6,2001,21961127.5850013,AntiTrust
2676,Adventure|Action|Animation|Fantasy|Science Fiction,2114,5.6,2001,104838836.9974,Final Fantasy: The Spirits Within
2677,Animation|Drama,9081,7.2,2001,3912289.96816233,Waking Life
2678,Drama|Thriller|Mystery|Romance,2057,5.8,2001,43597536.3833927,Original Sin
2679,Comedy|Family|Romance|Fantasy,10808,4.9,2001,216870406.934164,Dr. Dolittle 2
2680,Action|Drama|Thriller|War,8007,5.9,2001,112992977.931609,Behind Enemy Lines
2681,Horror|Thriller,8922,6.0,2001,72926003.45038341,Jeepers Creepers
2682,Comedy|Fantasy|Romance|Science Fiction,11232,5.8,2001,0.0,Kate & Leopold
2683,Comedy|Romance,11467,5.4,2001,0.0,America's Sweethearts
2684,Horror|Mystery|Thriller,768,6.4,2001,91817432.625593,From Hell
2685,Action|Drama|Thriller,2100,7.1,2001,34041665.1837497,The Last Castle
2686,Crime|Mystery|Thriller|Action,2043,5.8,2001,129526148.002458,Along Came a Spider
2687,Comedy|Crime|Mystery,39939,6.7,2001,22773124.0526008,Super Troopers
2688,Comedy,2018,5.4,2001,116657057.77538799,The Wedding Planner
2689,Adventure|Comedy,9896,5.9,2001,105290428.615744,Rat Race
2690,Drama|Mystery|Thriller,5279,6.6,2001,108068062.377828,Gosford Park
2691,Horror|Science Fiction,11470,4.3,2001,19703809.867101397,Jason X
2692,Action|Comedy|Crime|Romance,6073,5.7,2001,182069401.251709,The Mexican
2693,Mystery|Thriller|Drama,10866,6.2,2001,45125219.5589376,Joy Ride
2694,Drama,10950,7.2,2001,49593128.6411255,I Am Sam
2695,Crime|Drama|Horror|Thriller,467,6.2,2001,0.0,The Hole
2696,Action|Adventure|Science Fiction|Thriller,10596,4.8,2001,0.0,Replicant
2697,Action|Comedy|Horror|Science Fiction|Thriller,10829,5.2,2001,0.0,Tremors 3: Back to Perfection
2698,Action|Comedy|Crime,2144,5.5,2001,0.0,One Night at McCool's
2699,Music|Drama|Comedy,12508,5.9,2001,20925325.3930263,Rock Star
2700,Animation|Family,22643,6.4,2001,0.0,Mickey's House of Villains
2701,Drama|Science Fiction,167,7.0,2001,61962496.999787,K-PAX
2702,Comedy|Romance,12658,6.0,2001,0.0,Someone Like You...
2703,Comedy|Drama,17203,5.4,2001,785404.944695715,Blow Dry
2704,Thriller,12103,6.1,2001,123173554.728624,Don't Say a Word
2705,Horror|Thriller,9378,5.2,2001,0.0,Thir13en Ghosts
2706,Adventure|Comedy,9290,4.8,2001,48568258.369162396,Crocodile Dundee in Los Angeles
2707,Drama|Thriller|Crime,12149,6.8,2001,16145360.916532502,Frailty
2708,Animation|Family|Comedy,21448,6.4,2001,0.0,Mickey's Magical Christmas: Snowed in at the House of Mouse
2709,Drama|Romance|Thriller,5852,5.6,2001,36575197.065807104,Angel Eyes
2710,Drama,11457,7.0,2001,0.0,Life as a House
2711,Drama|Romance,6440,6.3,2001,0.0,The Shipping News
2712,Drama|Mystery,11313,6.3,2001,29784501.8944597,Hearts in Atlantis
2713,Comedy|Drama,1548,6.9,2001,0.0,Ghost World
2714,Drama|Thriller,2176,5.3,2001,29087267.8044549,The Glass House
2715,Action|Crime|Thriller,2749,5.7,2001,69406645.6271026,15 Minutes
2716,Drama|Romance|Thriller,11065,5.8,2001,19725241.454796303,O
2717,Comedy|Romance,20857,6.4,2001,49533812.7844968,Hardball
2718,Action|Comedy|Science Fiction,9397,5.4,2001,121149234.56240301,Evolution
2719,Comedy|Romance,10050,5.6,2001,0.0,Get Over It
2720,Crime|Comedy|Romance,10833,5.6,2001,0.0,Heartbreakers
2721,Drama,8489,6.7,2001,108018533.157263,Ali
2722,Action|Drama|War,331214,8.0,2001,153936014.58673,Band of Brothers
2723,Horror|Mystery,10972,6.0,2001,460535.916535646,Session 9
2724,Action|Crime|Thriller,11371,6.6,2001,87521717.60080992,The Score
2725,Drama|Romance,1365,6.4,2001,55305498.335828505,Monster's Ball
2726,Mystery|Adventure|Comedy|Romance|Drama,10956,5.5,2001,38160978.15623321,Joe Dirt
2727,Adventure|Animation|Family,25587,6.1,2001,0.0,The Land Before Time VIII: The Big Freeze
2728,Action|Crime|Thriller,10877,5.0,2001,98468064.4959882,Exit Wounds
2729,Drama|Thriller,2575,5.7,2001,34492088.119871005,The Tailor of Panama
2730,Drama|Romance,1921,6.5,2001,80975550.4043776,Sweet November
2731,Comedy,8386,6.5,2001,38367547.9729274,How High
2732,Fantasy|Comedy|Science Fiction|Romance,16300,4.7,2001,0.0,Down to Earth
2733,Comedy|Romance,10646,4.8,2001,28854709.8940341,Tomcats
2734,Comedy|Drama,6007,6.6,2001,0.0,Elling
2735,Drama|Romance,11086,6.5,2001,45956129.2210332,The Majestic
2736,Action|Adventure|Comedy|Thriller|Crime,12138,5.4,2001,23053673.0549291,3000 Miles to Graceland
2737,Drama|Fantasy,15024,6.0,2001,0.0,The Mists of Avalon
2738,Drama,23949,6.6,2001,604014.134035412,Tape
2739,Horror,28635,4.1,2001,0.0,Wishmaster 3: Beyond the Gates of Hell
2740,Action|Comedy,14034,5.1,2001,0.0,What's the Worst That Could Happen?
2741,Drama|Romance,14752,7.3,2001,5047869.79032806,Dil Chahta Hai
2742,Action|Horror|Science Fiction,10016,4.6,2001,17254173.112993803,Ghosts of Mars
2743,Comedy|Romance|Crime,10878,5.2,2001,23831227.2628809,Saving Silverman
2744,Comedy|Crime|Mystery|Romance|Thriller,2779,6.1,2001,0.0,The Curse of the Jade Scorpion
2745,Comedy|Drama|Romance,11091,6.4,2001,44017459.053327896,Riding in Cars with Boys
2746,Horror|Science Fiction|Thriller,10706,4.5,2001,0.0,Mimic 2
2747,Adventure|Animation|Action|Comedy|Family,12610,5.6,2001,16744434.320243802,Osmosis Jones
2748,Crime|Drama,10778,7.1,2001,0.0,The Man Who Wasn't There
2749,Action|Science Fiction|Thriller,10796,5.5,2001,0.0,The One
2750,Drama|Comedy|War|Crime|Thriller,9104,6.6,2001,0.0,Buffalo Soldiers
2751,Comedy|Romance,24940,5.3,2001,12837610.9278314,Head Over Heels
2752,Mystery|Drama|Thriller|Romance|War,10491,5.9,2001,19340529.4930936,Enigma
2753,Action|Crime|Thriller,9799,6.4,2001,255267690.41915697,The Fast and the Furious
2754,Drama|Comedy,441,5.7,2001,868578.420609101,Human Nature
2755,Drama|Family|Romance|Music,9816,6.4,2001,112112555.058294,Save the Last Dance
2756,Drama|History,19076,5.3,2001,0.0,The Affair of the Necklace
2757,Crime|Drama,9517,6.3,2001,592113.0328756829,Bully
2758,Thriller,59940,4.0,2001,0.0,Zebra Lounge
2759,Drama|Thriller,1999,5.6,2001,0.0,In the Bedroom
2760,Action|Comedy|Family|Adventure,10054,5.5,2001,182179184.722848,Spy Kids
2761,Crime|Drama|Mystery|Thriller,5955,6.1,2001,36205750.630798995,The Pledge
2762,Comedy|Music,13403,7.2,2001,0.0,Hedwig and the Angry Inch
2763,Comedy|Drama,9991,6.1,2001,0.0,Mean Machine
2764,Action|Comedy|Crime|Romance,3172,6.1,2001,83287884.8538907,Bandits
2765,Action|Comedy,11090,4.5,2001,104396624.392553,The Animal
2766,Crime|Thriller,7501,5.7,2001,14777857.4003261,Knockaround Guys
2767,Documentary,14543,6.5,2001,0.0,The Matrix Revisited
2768,Comedy|Fantasy|Science Fiction,56715,4.7,2001,0.0,Just Visiting
2769,Drama|Romance,10691,6.6,2001,20848013.800548397,Crazy/Beautiful
2770,Drama,16229,6.0,2001,0.0,Prozac Nation
2771,Drama|Foreign,28171,4.5,2001,0.0,Safar e Ghandehar
2772,Action,10477,4.8,2001,67417494.2985179,Driven
2773,Comedy,14369,6.1,2001,18204689.8269352,Out Cold
2774,Romance|Drama,11845,6.5,2001,0.0,Intimacy
2775,Comedy|Horror,27601,6.3,2001,0.0,Citizen Toxie: The Toxic Avenger IV
2776,Action|Family|Adventure|Romance|TV Movie,5764,5.7,2001,0.0,Princess of Thieves
2777,Action|Western,13496,5.8,2001,16845418.8087889,American Outlaws
2778,Crime|Drama|Thriller|Horror,9740,6.3,2001,433104848.775106,Hannibal
2779,Mystery|Thriller|Crime,11456,5.4,2001,66807360.900030605,Domestic Disturbance
2780,Thriller,14782,6.5,2001,0.0,The Unsaid
2781,Comedy|Crime|Thriller,2084,6.1,2001,0.0,Birthday Girl
2782,Animation|Comedy|Family,19405,6.5,2001,54753008.4331074,Recess: School's Out
2783,Drama,26290,7.0,2001,0.0,Me Without You
2784,Action|Science Fiction|Thriller,4965,5.9,2001,0.0,Impostor
2785,Action|Comedy|Foreign,32577,5.6,2001,0.0,The Parole Officer
2786,Comedy|Drama|Family,20755,4.7,2001,0.0,Air Bud 3: World Pup
2787,Crime|Drama|Mystery|Thriller,9523,6.2,2001,0.0,Lantana
2788,Comedy|Horror,21597,5.6,2001,0.0,Elvira's Haunted Hills
2789,Action|Adventure|Drama|Western,13503,5.6,2001,0.0,Texas Rangers
2790,Adventure|Fantasy|Comedy|Science Fiction|Romance,51532,5.4,2001,0.0,Prince Charming
2791,Drama|History|Romance|War,12660,5.4,2001,913017.900788115,Charlotte Gray
2792,Comedy|Family,24478,4.4,2001,0.0,Beethoven's 4th
2793,Drama|Comedy|Romance,26602,4.8,2001,24252792.7379638,Summer Catch
2794,Comedy,2171,6.5,2001,363542.68097672204,Wet Hot American Summer
2795,Horror|Thriller,10984,4.9,2001,0.0,Valentine
2796,Action|Adventure|Crime|Thriller,31002,3.6,2001,0.0,Ticker
2797,Action|Crime|Drama|Thriller,11088,6.5,2001,0.0,Heist
2798,Action|Crime|Drama,6935,5.9,2001,0.0,Yamakasi - Les samouraÃ¯s des temps modernes
2799,Adventure|Drama|Fantasy,38975,6.0,2001,0.0,Jack and the Beanstalk: The Real Story
2800,Drama,4012,6.8,2001,513438.18305258,The Believer
2801,Comedy|Family|Fantasy|Science Fiction,34549,5.3,2001,21295361.710842397,Max Keeble's Big Move
2802,Adventure|Fantasy|Animation|Action|Comedy,23685,4.0,2001,6661755.90255333,Monkeybone
2803,Action|Comedy|Family,39180,4.8,2001,0.0,See Spot Run
2804,Comedy|Drama,16550,5.8,2001,0.0,Storytelling
2805,Comedy|Drama|Romance,50035,6.3,2001,5156155.77191707,Lovely & Amazing
2806,Drama|History,20536,5.8,2001,0.0,61*
2807,War|Action|Adventure|Drama|History,18976,6.2,2001,0.0,Attila
2808,Action|Comedy,10615,5.8,2001,0.0,Pootie Tang
2809,Action|Thriller|Adventure,57047,6.5,2001,0.0,The Fourth Angel
2810,Action|Comedy|Crime,17708,4.4,2001,29529117.1203078,Corky Romano
2811,Comedy,12312,5.5,2001,0.0,Joe Somebody
2812,Action|Comedy|Drama|History,1783,6.3,2001,0.0,To End All Wars
2813,TV Movie|Fantasy|Family|Adventure,32593,5.6,2001,0.0,Snow White
2814,Drama|Romance,11889,5.7,2001,0.0,Iris
2815,TV Movie|Drama|History|War,31010,6.0,2001,0.0,Uprising
2816,Adventure|Comedy|Fantasy,11469,5.4,2001,0.0,Black Knight
2817,Comedy,9648,5.7,2001,0.0,The Man Who Sued God
2818,Drama|TV Movie,26976,5.8,2001,0.0,Wit
2819,Animation|Family,15601,6.7,2001,0.0,Scooby-Doo and the Cyber Chase
2820,Adventure|Action|Thriller|Science Fiction,331,5.6,2001,454149183.948242,Jurassic Park III
2821,Drama|War,15192,5.6,2001,0.0,The Grey Zone
2822,Comedy|Music,19366,5.2,2001,0.0,Josie and the Pussycats
2823,Drama|History|Romance,1722,5.6,2001,76491292.0859524,Captain Corelli's Mandolin
2824,Drama|Mystery|Romance|Thriller,28308,4.5,2001,0.0,The Body
2825,Adventure|Drama|Action|Comedy|Thriller,37632,3.8,2001,0.0,The Order
2826,Comedy|Romance,26014,5.7,2001,0.0,Good Advice
2827,Drama,2141,6.7,2001,0.0,James Dean
2828,Comedy,13166,4.3,2001,0.0,Freddy Got Fingered
2829,Science Fiction,20004,3.9,2001,0.0,Epoch
2830,Animation|Comedy|Music,26840,5.4,2001,0.0,Shrek in the Swamp Karaoke Dance Party
2831,Adventure|Comedy|Family|Science Fiction|TV Movie,29742,4.7,2001,0.0,Zenon: The Zequel
2832,Comedy,15647,5.9,2001,12331412.6634169,Kissing Jessica Stein
2833,Documentary,30416,7.5,2001,0.0,Stanley Kubrick: A Life in Pictures
2834,TV Movie|Family|Comedy|Drama,71885,4.2,2001,0.0,Motocrossed
2835,Comedy,40415,7.1,2001,0.0,Le vÃ©lo de Ghislain Lambert
2836,Action|Adventure|Drama,11370,5.1,2001,33316451.6837336,The Musketeer
2837,Drama|Mystery|Thriller,35080,5.7,2001,4491229.77265374,The Cat's Meow
2838,Action|Adventure|Horror|Thriller,12484,4.6,2001,0.0,The Forsaken
2839,History|Drama|War,35583,6.0,2001,0.0,The Lost Battalion
2840,Drama,18734,5.2,2001,2053127.13624704,L.I.E. Long Island Expressway
2841,Comedy|Romance,20309,5.1,2001,0.0,Say It Isn't So
2842,Adventure|Comedy|Drama|Romance,9683,4.6,2001,0.0,Bubble Boy
2843,Documentary,200813,6.9,2001,0.0,The Blue Planet
2844,Drama|History|TV Movie,12900,6.3,2001,0.0,Conspiracy
2845,Comedy|Crime|Thriller,20794,5.9,2001,2494056.5304767997,Novocaine
2846,Crime|Comedy,16723,5.4,2001,16350409.8454026,Sugar & Spice
2847,Comedy|Family,36269,5.7,2001,0.0,Winning London
2848,Animation|Family,43575,6.0,2001,0.0,Rudolph the Red-Nosed Reindeer & the Island of Misfit Toys
2849,Action|Horror|Thriller,11380,4.0,2001,9010377.38091294,Bones
2850,Documentary,1282,6.7,2001,0.0,Dogtown and Z-Boys
2851,Comedy|Drama|Science Fiction,27834,5.9,2001,0.0,CQ
2852,Comedy|Drama,26475,5.6,2001,0.0,The Anniversary Party
2854,Action|Comedy,13408,5.6,2001,12597299.5682279,The Wash
